partId,session_id,application,category,betweenness_mean,circuity,closeness_mean,degree_mean,orientation_entropy,betweenness_log_z,closeness_log_z,circuity_log_z,orientation_entropy_z,degree_mean_z,n_taps,duration_sec,tap_rate,mean_iti,cv_iti,tap_rate_z,cv_iti_z,SBDS_score,Age,Gender,SA_Score
P026,S1334,"['cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy']","['MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION']",1.0,1.014283498509798,1.0,2.0,0.3218875824868201,7.820638552761231,8.079425650620921,-0.8093162105261421,-7.058314300311198,-6.500574495202748,9.0,14.366,0.6264791869692329,1.79575,1.0643022315360218,-0.1414276226342095,0.1617416793049526,6.13,25-34,M,2.54
P026,S1335,"['cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy']","['MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION']",0.3029827315541601,1.1951905199153898,0.322312163999546,4.571428571428571,0.8244192883927803,2.4612104292576373,2.424928088161939,1.8184283249346904,-1.3118818982789953,-1.3129703951691651,20.0,39.742,0.5032459362890646,2.091684210526316,1.6242301200560147,-0.3421996747027671,0.7456365659310142,6.13,25-34,M,2.54
P026,S1336,"['cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy']","['MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION']",0.2661458333333333,1.219164798460736,0.3170489473311011,4.75,0.846897214233328,2.102508604888514,2.3704247725113663,2.150300234117764,-1.054847605989443,-0.9527201104446102,4.0,2.788,1.4347202295552368,0.9293333333333336,0.377760433323226,0.8865368926482032,-0.8219773749566648,6.13,25-34,M,2.54
P026,S1337,"['cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy']","['MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION']",0.2517301038062283,1.1891044884616937,0.3137063750336478,4.941176470588236,0.859794737180419,1.9592853140556867,2.335697514202615,1.7336035596507526,-0.9073648842067364,-0.5670403938571439,51.0,57.545,0.8862629246676513,1.1509,1.2412252003354234,0.2361587340433995,0.3618035908361868,6.13,25-34,M,2.54
P026,S1338,"['cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy']","['MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION']",0.2793650793650794,1.217679417765182,0.3239914994053701,4.533333333333333,0.8334463545083666,2.23241849980639,2.4422728258666897,2.1298427804862192,-1.2086577143872053,-1.3898237892437366,16.0,27.941,0.572635195590709,1.8627333333333336,1.3351718896497766,-0.2272114555186845,0.4617070971694526,6.13,25-34,M,2.54
P026,S1339,"['cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy']","['MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION']",0.2793650793650794,1.217679417765182,0.3239914994053701,4.533333333333333,0.8334463545083666,2.23241849980639,2.4422728258666897,2.1298427804862192,-1.2086577143872053,-1.3898237892437366,6.0,3.678,1.6313213703099512,0.7356,0.627436139326828,1.0844125634357848,-0.4167791100492972,6.13,25-34,M,2.54
P026,S1340,"['cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy']","['MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION']",0.4642857142857142,1.087654602141371,0.3859107905982906,3.5,0.6714612019801716,3.921000152926708,3.0668956555353075,0.2838098199484784,-3.0609522426658606,-3.4744721035164914,4.0,2.216,1.8050541516245489,0.7386666666666667,0.3815117635703366,1.2473336096098333,-0.8153620229969555,6.13,25-34,M,2.54
P026,S1341,"['cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy']","['MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION']",0.419753086419753,1.083887347070445,0.3759576543167874,4.0,0.7305259565958442,3.534705809370883,2.968397351115142,0.2286253985819331,-2.385548848705486,-2.465771306287739,3.0,2.491,1.204335608189482,1.2455,0.569650742673625,0.6332351029787398,-0.5047366132545205,6.13,25-34,M,2.54
P026,S1342,"['cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy', 'cz.seznam.mapy']","['MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION', 'MAPS_AND_NAVIGATION']",0.7777777777777777,1.1542404881833237,0.7777777777777777,2.6666666666666665,0.3218875824868201,6.347446550164947,6.469808245235757,1.2430909422662129,-7.058314300311198,-5.155640098897745,6.0,3.103,1.9336126329358685,0.6206,0.3100798383043422,1.3615213154103276,-0.9445276973559138,6.13,25-34,M,2.54
P026,S1343,"['com.google.android.apps.maps', 'com.google.android.apps.maps', 'com.google.android.apps.maps', 'com.google.android.apps.maps', 'com.google.android.apps.maps', 'com.google.android.apps.maps', 'com.google.android.apps.maps', 'com.google.android.apps.maps', 'com.google.android.apps.maps', 'com.google.android.apps.maps', 'com.google.android.apps.maps', 'com.google.android.apps.maps', 'com.google.android.apps.maps', 'com.google.android.apps.maps', 'com.google.android.apps.maps', 'com.google.android.apps.maps', 'com.google.android.apps.maps', 'com.google.android.apps.maps', 'com.google.android.apps.maps', 'com.google.android.apps.maps', 'com.google.android.apps.maps', 'com.google.android.apps.maps', 'com.google.android.apps.maps', 'com.google.android.apps.maps', 'com.google.android.apps.maps', 'com.google.android.apps.maps']","['TRAVEL_AND_LOCAL', 'TRAVEL_AND_LOCAL', 'TRAVEL_AND_LOCAL', 'TRAVEL_AND_LOCAL', 'TRAVEL_AND_LOCAL', 'TRAVEL_AND_LOCAL', 'TRAVEL_AND_LOCAL', 'TRAVEL_AND_LOCAL', 'TRAVEL_AND_LOCAL', 'TRAVEL_AND_LOCAL', 'TRAVEL_AND_LOCAL', 'TRAVEL_AND_LOCAL', 'TRAVEL_AND_LOCAL', 'TRAVEL_AND_LOCAL', 'TRAVEL_AND_LOCAL', 'TRAVEL_AND_LOCAL', 'TRAVEL_AND_LOCAL', 'TRAVEL_AND_LOCAL', 'TRAVEL_AND_LOCAL', 'TRAVEL_AND_LOCAL', 'TRAVEL_AND_LOCAL', 'TRAVEL_AND_LOCAL', 'TRAVEL_AND_LOCAL', 'TRAVEL_AND_LOCAL', 'TRAVEL_AND_LOCAL', 'TRAVEL_AND_LOCAL']",0.0721021238613794,1.0773994220855498,0.1064081425400363,4.8979591836734695,0.9999007399017692,0.0217793894966158,-0.0112054203573184,0.1333531335787346,0.6947423346914893,-0.6542270173871221,26.0,33.871,0.7676183165539842,1.3548399999999998,0.921176013910588,0.0706186249340001,-0.0130768603128341,6.13,25-34,M,2.54
